id,text,Joy,Fear,Anger,Sadness,Surprise
eng_train_track1_1280,it was sweet but when i woke up it taste bitter got some tears in my eyes.,0,0,0,1,0
eng_train_track1_1281,Just helping a kid.,1,0,0,0,0
eng_train_track1_1282,"Fox arose from his limp slumber, And drank cold water From my eyes.",0,0,0,1,0
eng_train_track1_1283,There's a couple dead rats and the basement had a lot of old broken furniture.,0,1,0,1,0
eng_train_track1_1284,"Scariest part is when I couldn't move my body, with my conscious aware of everything and not being able to breathe.",0,1,0,1,1
eng_train_track1_1285,I was incredibly nervous; I had butterflies in my stomach and my legs felt weak.,0,1,0,0,0
eng_train_track1_1286,Don't mess with my orange juice.,0,0,1,0,0
eng_train_track1_1287,That was poop on her Croc.,0,0,0,0,1
eng_train_track1_1288,"please, help me keep the smiles on my face even though this is too much for me to handle and bare, I know my heart trust you... so much.",0,1,0,1,0
eng_train_track1_1289,I was pretty disgusted.,0,1,1,0,0
eng_train_track1_1290,By the time we left bloomingdales I could have collapsed but I genuinely think I was numb from the horrific pain in my feet.,0,1,0,1,0
eng_train_track1_1291,"Vomit lots, and lots.",0,1,0,0,0
eng_train_track1_1292,"Yes, the Oklahoma city bombing.",0,1,1,1,1
eng_train_track1_1293,"Oh well, Bride's Day, Bride's Way!",1,0,0,0,0
eng_train_track1_1294,"The kissing and touching don't stop, they just get more... interesting.",1,0,0,0,1
eng_train_track1_1295,I didn't look out of my hands.,0,1,0,0,0
eng_train_track1_1296,In retrospect this implied extreme circumstances.,0,1,0,0,1
eng_train_track1_1297,I shook my head.,0,0,0,0,0
eng_train_track1_1298,I closed my eyes as I took in a deep breath.,1,0,0,0,0
eng_train_track1_1299,"As I was placing them in the `` to be thrown out '' pile, something caught my eye and made me look closer.",0,0,0,0,1
eng_train_track1_1300,"So, for the second time in less than twenty minutes, Ive had my dream crushed and my blood pressure boiling.",0,1,1,1,0
eng_train_track1_1301,At this point he decided to consult the woman at the front desk for more information.,0,1,0,0,0
eng_train_track1_1302,"To this day, the memory still brings chills.",0,1,0,1,1
eng_train_track1_1303,Our hands outstretched for the most amazing high five of my life.,1,0,0,0,1
eng_train_track1_1304,"My throat hurts, I have a headache and my ears are crackling.",0,1,0,0,0
eng_train_track1_1305,I don't know why I've been obsessing about this.,0,1,0,1,0
eng_train_track1_1306,"he kept talking, but i couldn't hear anything but my heart exploding inside my chest, the grand finale.",0,1,0,0,0
eng_train_track1_1307,So I got up and tried him again.,0,1,0,0,0
eng_train_track1_1308,My friends were amazed none the less.,1,0,0,0,1
eng_train_track1_1309,Apparently my leg had fallen asleep and I didn't know it.,0,1,0,0,0
eng_train_track1_1310,"White male, middle aged, male pattern baldness, coke bottle glasses.",0,0,0,0,0
eng_train_track1_1311,My balls hurt so badly that I could barely even walk.,0,1,0,1,0
eng_train_track1_1312,"I had no other option, not with the way my heart started beating erratically at the mention of his name.",0,1,0,0,1
eng_train_track1_1313,My friends and I were at the beach a few weeks ago.,1,0,0,0,0
eng_train_track1_1314,This was right before sunset when we got in bed and I instantly fell asleep.,1,0,0,0,0
eng_train_track1_1315,My heart starts pounding just looking at it and all the thoughts of telling John to leave have wandered out of my head for the moment.,0,1,0,0,0
eng_train_track1_1316,"Stripper, abusive exes, criminal past.",0,1,1,1,0
eng_train_track1_1317,"We always just thought she was scared of the dark, just like most kids are.",0,1,0,0,0
eng_train_track1_1318,Called it right away.,0,0,0,0,0
eng_train_track1_1319,Luckily for me I have to use the restroom every 15 minutes so midway through our appointment I was already trying to cross my legs again.,0,1,0,0,0
eng_train_track1_1320,"There were just these empty, black, sockets.",0,1,0,1,1
eng_train_track1_1321,My jaw dropped as I squealed with delight.,1,0,0,0,1
eng_train_track1_1322,"This was my rest week and my legs, and everything else were closed for the day.",1,0,0,0,0
eng_train_track1_1323,"As stiff as a board, I didn't move an inch except to dart my eyes to my sleeping sister in the bed ten feet away.",0,1,0,0,0
eng_train_track1_1324,"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,1,0,0,1
eng_train_track1_1325,We grew pretty close.,1,0,0,0,0
eng_train_track1_1326,"Even with an armed officer of the law at my back, it was a bit unnerving to open the front door.",0,1,0,0,0
eng_train_track1_1327,She sat me in the chair and spent a total of 30 seconds looking in my mouth.,0,0,0,0,0
eng_train_track1_1328,Giant redneck dad decides to find this dude first.,0,1,1,0,1
eng_train_track1_1329,Happy birthday to you and me!,1,0,0,0,0
eng_train_track1_1330,My ex boyfriend has been texting me every single day for a month continuously.,0,1,1,1,1
eng_train_track1_1331,"When my back hit the far wall, and the shovel against the wall fell on the dirt, I screamed.",0,1,0,1,1
eng_train_track1_1332,Started out with me having a migraine and once I got the pain to go away it still was messing with my brain.,0,1,0,1,0
eng_train_track1_1333,Not worth the risk.,0,1,0,1,0
eng_train_track1_1334,"I set off down the street, walking with my head tilted slightly downwards, hiding my face from view.",0,1,0,1,0
eng_train_track1_1335,"I sighed heavily and flipped the blade in my hand, gently pressing the hilt to his forehead.",0,1,1,0,0
eng_train_track1_1336,"Bit of a pain for us awkward-types, but never fear!",1,1,0,0,0
eng_train_track1_1337,"Stuck in this place, With the world rushing by, Tears stream down my face, As I stand here, waiting to die.",0,1,0,1,0
eng_train_track1_1338,"He looked over my face, my chest, and slowly down, one hand pulling open the tie on my robe.",0,0,0,0,0
eng_train_track1_1339,more funny than creepy being on this side of the story:,1,1,0,0,1
eng_train_track1_1340,My heart immediately hurt.,0,1,0,1,0
eng_train_track1_1341,the blame too easy to place on my shoulders.,0,0,1,1,0
eng_train_track1_1342,"I say, covering my ears with my hands and cringing into the door.",0,1,0,1,0
eng_train_track1_1343,"Except, I don't fall unconscious.",0,1,0,0,1
eng_train_track1_1344,And you'll have just married psycho ex.,0,1,1,0,0
eng_train_track1_1345,Then I got to a parking lot and got a funny idea in my head to toss it at a car.,1,0,0,0,0
eng_train_track1_1346,"there's so much going through my head now, but somethings just can't be said.",0,1,0,1,0
eng_train_track1_1347,She looked bisexual dammit!,0,0,1,0,1
eng_train_track1_1348,"Total: 80.5 miles ( 10,550 ' ) My legs felt great all week, which is really encouraging considering this is the first week of the taper.",1,0,0,0,1
eng_train_track1_1349,I never saw the other kid for the rest of the time there.,0,0,0,1,0
eng_train_track1_1350,I smoke weed alone I have a tendency to become hungry.,1,0,0,0,0
eng_train_track1_1351,My cheeks burned with fever.,0,1,0,0,0
eng_train_track1_1352,He wrapped his little fingers around mine and my heart melted.,1,0,0,0,0
eng_train_track1_1353,"So, with my sporting boyfriend, we went for a few hours of under the sun getting splash in my eyes with water.",1,0,0,0,0
eng_train_track1_1354,Last year my school bus got hit while at a stop.,0,1,0,1,1
eng_train_track1_1355,i had already decided that i was completely fine other than my ankle.,0,1,0,1,0
eng_train_track1_1356,This guy started out OK but quickly became a fucking heroin addict.,0,1,1,1,1
eng_train_track1_1357,"When I poked my head in the box to see how they were doing, the other one just let out a single peep!",1,0,0,0,1
eng_train_track1_1358,Twice I got it in my hands but it slipped out and bashed itself into the window again.,0,1,1,0,0
eng_train_track1_1359,"I hit it again, another familiar value came up.",1,0,0,0,1
eng_train_track1_1360,So I go to the doctor and I tell him about getting the sharp pain in my back and how that hasn't gone away and how my hand is numb.,0,1,0,0,0
eng_train_track1_1361,We walk out to the dance floor and find two reasonably attractive girls and we each choose one to dance with.,1,0,0,0,0
eng_train_track1_1362,"But when i see, what i'm missing I just can't take it SO here i sit miserably all alone... Its your eyes and your smile that puts the beat in my heart And to know I can't have this just tears me apart....",0,1,0,1,0
eng_train_track1_1363,They hooked me up to an IV to give me some medicine ( not sure what kind ) and gave me a shot of adrenaline to try to get the swelling in my throat down.,0,1,0,0,0
eng_train_track1_1364,Things started going through my head at this point.,0,1,0,0,0
eng_train_track1_1365,"About 3 years ago I had a very vivid dream about my deceased aunt and uncle, Sylvia &amp; John.",0,0,0,1,1
eng_train_track1_1366,"I imagine myself now, lying on the bed with that skipping rope tied around my neck.",0,1,0,1,0
eng_train_track1_1367,"As I started to jog easily to the starting line, my leg felt a little stiff and my shin was hurting a bit.",0,1,0,1,0
eng_train_track1_1368,"Plus, writing it down helped to cement it in my heart.",1,0,0,0,0
eng_train_track1_1369,"""   best friends ever since",1,0,0,0,0
eng_train_track1_1370,"My hair has been brushing the top of my shoulders for weeks now, nasty ends, the works.",0,0,0,1,0
eng_train_track1_1371,The next day I got a tetanus shot.,0,1,0,0,0
eng_train_track1_1372,It freaked my uncle right the hell out.,0,1,0,0,1
eng_train_track1_1373,"My long brown hair caressed my face, small curls wrapping around my ear softly.",1,0,0,0,0
eng_train_track1_1374,It really superly dried my face out.,0,1,0,0,0
eng_train_track1_1375,"Sometimes the two colide so well together, my house becomes as much of a mess as my head is and it's emberassing to show.",0,1,0,1,0
eng_train_track1_1376,I know why I got one I have constant allergy symptoms and my head was wet with constant snot.,0,1,0,1,0
eng_train_track1_1377,We never said anything but just continued home.,0,0,0,1,0
eng_train_track1_1378,"Apparently I like to impale my face into my pillow and curl my hands into the blankets so I can tug them over my neck, up to my mouth-which was closed.",0,1,0,1,0
eng_train_track1_1379,"Colorado, middle of nowhere.",0,1,0,0,1
eng_train_track1_1380,"The owners have a light in their yard for security purposes, but the light doesn't extend really far.",0,0,0,0,1
eng_train_track1_1381,"I can't stand the gelatinous tomato soup bit, or the soggy noodle letters, or the taste.",0,1,1,0,0
eng_train_track1_1382,"I stumbled out of bed, probably 4 in a morning in a most-asleep daze and went to the bathroom.",0,1,0,0,0
eng_train_track1_1383,Some work had been done on the driveway.,0,0,0,0,0
eng_train_track1_1384,I've backed off hills while my foot healed so I expected some soreness.,0,1,0,0,0
eng_train_track1_1385,My jaw dropped and apparently the look of horror on my face was priceless.,0,1,0,0,1
eng_train_track1_1386,One night I woke up to a strange noise in the corner of my room so I look over and see this huge guy in a trench coat and a hat standing in the corner of my room.,0,1,0,0,1
eng_train_track1_1387,"It was several years later that I realized that I had probably narrowly avoided being molested, kidnapped, or worse.",0,1,0,1,1
eng_train_track1_1388,It was the day after my 20th birthday.,0,0,0,0,0
eng_train_track1_1389,Listen as she tells you she doesn't want to date you.,0,1,1,1,1
eng_train_track1_1390,Remember the farm-ette?,1,0,0,0,1
eng_train_track1_1391,... I need to get this list of shit that's happened off my chest.,0,1,1,1,0
eng_train_track1_1392,It felt so unreal...,0,1,0,0,1
eng_train_track1_1393,"Now, mental illness runs in my family, from fairly ""common"" stuff like depression and anxiety (which I have) to dissociative identity disorder, borderline personality disorder, and schizophrenia.",0,1,0,1,1
eng_train_track1_1394,It was friggin' delicious.,1,0,0,0,0
eng_train_track1_1395,Second Event was with a crazy!,0,1,1,0,1
eng_train_track1_1396,"The Redmond Cycling Club that organizes this event, had made-to-order coldcut sandwiches and -- be still my heart -- ice-cold cans of Coca-Cola at the final aid station.",1,0,0,0,0
eng_train_track1_1397,It just felt wrong.,0,1,1,1,0
eng_train_track1_1398,I know that feel.,1,0,0,1,0
eng_train_track1_1399,I know last time I did this I hurt my back a little but I never learn I'm hard headed I wanted to burn up some more calories.,0,1,0,0,0
eng_train_track1_1400,Do we just leave?,0,1,0,0,1
eng_train_track1_1401,"In one dream, I was pulling those long, white, stringy, watery stir-fry type vegetables out of my chest.",0,1,0,1,1
eng_train_track1_1402,"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.",0,1,0,0,1
eng_train_track1_1403,My disbelief was outstanding.,0,0,0,0,1
eng_train_track1_1404,It was horribly intriguing.,1,1,0,0,1
eng_train_track1_1405,"Tears spilled onto my cheeks, and I let myself rest in the pain.",0,1,0,1,0
eng_train_track1_1406,"He happened to be wearing two leather jackets at the time, so the machete only cut halfway through his arm right below the elbow.",0,1,0,1,1
eng_train_track1_1407,"The cat sits there, paralyzed and in agony.",0,1,0,1,0
eng_train_track1_1408,"im not ashamed to say sometimes i have more fun clipping my nails, pumicing my feet, moisturizing my body and watching the Wedding Planner on TBS with a mask on my face while conditioning my hands and feet with special lotion and gloves & booties on.",1,0,0,0,0
eng_train_track1_1409,"`` Mom, I am so cold, mostly my hands are so cold.",0,1,0,0,0
eng_train_track1_1410,"When Mike walked in the door, my heart skipped a beat and I had the biggest smile on my face.",1,0,0,0,0
eng_train_track1_1411,I saw peppermint patties.,1,0,0,0,1
eng_train_track1_1412,"Sometimes, the journey there is just as important.",1,0,0,0,0
eng_train_track1_1413,"Several bees had managed to penetrate right through the gloves, but I know there must have been more since I think I must have put my hands right into the top of the nest.I tried some vinegar to ease the pain: no luck.",0,1,0,0,0
eng_train_track1_1414,"Not too long after my family left, a guy came in to hook me up to yet another machine briefly to check my breathing which proved to be labored but not dangerously slow ( a nurse came in later a gave me a little toy thing to exercise my lungs which helped a bit ) and another couple guys came in to take an x-ray of my lungs.",0,1,0,0,0
eng_train_track1_1415,"Oh my god, okay.",1,1,0,0,1
eng_train_track1_1416,so we all stood up clapped and cheered!,1,0,0,0,1
eng_train_track1_1417,"I got a thousand dollars from my grandfather that he invested in me when I was born to get my feet on the ground and already, in one day, it is almost gone.",0,0,0,1,0
eng_train_track1_1418,"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",0,1,1,1,1
eng_train_track1_1419,I used to be a miner.,0,0,0,1,0
eng_train_track1_1420,First college room mate ever.,1,0,0,0,1
eng_train_track1_1421,I was horribly mistaken.,0,1,0,1,1
eng_train_track1_1422,With sudden resolution I took my hands from the rail.,0,0,0,0,0
eng_train_track1_1423,I used to work for a UK energy company and through asking the right people the right questions I learned about the distribution gap.,1,0,0,0,0
eng_train_track1_1424,Yea I'm with you there man.,1,0,0,0,0
eng_train_track1_1425,"All the while, my foot throbbing.",0,1,0,0,0
eng_train_track1_1426,"Slowly sliding down towards the floor, not having the strength to stay up on my feet any longer, hearing the words `` It's time '' and thinking please no.",0,1,0,1,0
eng_train_track1_1427,Instead I have to go down there to find them all drinking.,0,0,1,0,0
eng_train_track1_1428,"I wrapped a Tshirt around my head for warmth, and settled in for a cold night.",0,1,0,1,0
eng_train_track1_1429,My heart sank.,0,0,0,1,0
eng_train_track1_1430,I unwrapped the candy and popped it into my mouth.,1,0,0,0,0
eng_train_track1_1431,"But in searching for some other sound to train my ears on, I realized there was no sound coming from Grandma.",0,1,0,0,1
eng_train_track1_1432,"We went out for pizza, everything was grand -- great conversation, no awkwardness -- until a friend of hers came up and started chatting, and then congratulated her on her new boyfriend, etc.",1,1,0,1,1
eng_train_track1_1433,mmm... my mouth is watering just thinking about it!,1,0,0,0,0
eng_train_track1_1434,"Now he's sobbing and screaming, finally defeated.",0,1,0,1,0
eng_train_track1_1435,We stare at the monitor and see him head right to the kitchen utensils section.,0,0,0,0,1
eng_train_track1_1436,"Ok so here I am trying to just sit down and write some of the really neat things that floated through my head today at work, and as soon as I get to a point when I don't have someone staring at me, all that beautiful crap flies right out of my ear and goes away... I think I left the AC on again.",0,0,0,0,0
eng_train_track1_1437,I run to grab my friend only to see him dancing with another asian girl.,0,0,1,1,1
eng_train_track1_1438,"""Do you believe in our lord and savior?",0,1,0,0,0
eng_train_track1_1439,Everyone is distinctly average their first time.,1,0,0,0,0
eng_train_track1_1440,"so hard, till my eyes burned.",0,1,0,0,0
eng_train_track1_1441,"I messed up my shoulder pretty well, and damn near broke several fingers.",0,1,1,1,0
eng_train_track1_1442,My ankles and front of shins felt stiff.,0,1,0,0,0
eng_train_track1_1443,Which means I was not picking up my feet!,0,0,0,0,0
eng_train_track1_1444,My heart feels like there is nothing left.,0,0,0,1,0
eng_train_track1_1445,"I also dealt drugs (cocaine, methamphetamine, mushrooms, and marijuana).",0,1,0,0,1
eng_train_track1_1446,We went to bed.,0,0,0,0,0
eng_train_track1_1447,I took offense to this because as a supervisor I wanted my team to be in good spirits and wanted them to love coming in to work and doing good things for the mission.,0,0,1,0,0
eng_train_track1_1448,Entire room goes silent.,0,1,0,0,1
eng_train_track1_1449,"That boy, who was probably very mentally ill,  had just been stabbed god knows how many times.",0,1,1,1,1
eng_train_track1_1450,"i'm happy that someone was there, but then again, there still is that part of me, driven deep down and rooted in the ground that keeps on whispering in my ear, `` in the end, all you got is you, remember that. ''",1,1,0,1,0
eng_train_track1_1451,The chupacabra legend is pretty big here and in Mexico.,0,1,0,0,1
eng_train_track1_1452,I was on a date with this woman.,1,0,0,0,0
eng_train_track1_1453,Freaked all 3 of us out.,0,1,0,0,1
eng_train_track1_1454,"One day during practice, the question was read, ""Finish, the opening line of the traditional American song which begins, 'I wish I was-'""",0,0,0,0,1
eng_train_track1_1455,He lives behind a church and part of his backyard boarders the parking lot in back of the church.,0,0,0,0,0
eng_train_track1_1456,"Pauly and I went over to the PokerStars party and I downed some pork tenderloin, caesar salad, and tortellini with pesto sauce along with one Bahama Mama ( a tasty pink rum concoction ) to settle my nerves.",1,1,0,0,0
eng_train_track1_1457,"Warmth, acrossed my cheek from golden rays.",1,0,0,0,0
eng_train_track1_1458,"The wind was in my face, and my nose was cold.",0,1,0,0,0
eng_train_track1_1459,"I knew there were bits on this section I had struggled with, like the massive drop offs ( okay, maybe not massive, but they seemed massive to me ) and the steep switchbacks, but again I managed to avoid the urge to grab handfuls of brakes and shut my eyes, and I forced myself to ride the first big drop off and the next few were suddenly much less scary.",1,1,0,0,0
eng_train_track1_1460,"""You're going to die.",0,1,0,1,1
eng_train_track1_1461,The slight cardio made my lungs burn with pain.,0,1,0,0,0
eng_train_track1_1462,"My parents kept yelling while I walked into the living room and started watching tv, knife still protruding from my lung.",0,1,1,1,1
eng_train_track1_1463,No one else in the class did.,0,0,0,1,1
eng_train_track1_1464,"I put em in a bowl anyway, brushed my teeth, chugged a smoothy and went to work.",0,0,0,0,0
eng_train_track1_1465,I am exhausted and my back is hurting along with my throat.,0,1,0,1,0
eng_train_track1_1466,"I pushed her away, looked at the other pups, played, and did all the little `` tests '' but, every time someone turned loose of that the little female pup, she simplly walked over, and crawled in my lap, licked my hand.",1,0,0,0,0
eng_train_track1_1467,"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",1,1,0,1,0
eng_train_track1_1468,"Went to my favorite bar, I'd told everyone I was going to be there during the week before and no-one turned up.",0,0,1,1,1
eng_train_track1_1469,"My arms reached forward, and I grabbed on to his leg.",0,0,0,0,0
eng_train_track1_1470,"I drain the last of my beer and the wrap my arms around my bent legs, resting my chin on one knee.",0,0,0,1,0
eng_train_track1_1471,I told him three things:,0,0,0,0,0
eng_train_track1_1472,"I'm sitting up and not going anywhere, basically half-way through the tube.",0,1,0,0,0
eng_train_track1_1473,We haven't talked about it since.,0,0,0,1,0
eng_train_track1_1474,ugh so today i found out that some people have been talking shit abou tme behind my back.,0,1,1,1,1
eng_train_track1_1475,"Me: ""Negative, you'll never catch me.",1,1,0,0,1
eng_train_track1_1476,Just the thought is bring tears to my eyes again.,0,0,0,1,0
eng_train_track1_1477,"He looks over and I realise how obvious I am with a huge grin on my face, looking suspicious.",1,1,0,0,0
eng_train_track1_1478,"""Liutenant, we see the black patch.",0,1,0,0,1
eng_train_track1_1479,"They had amazing sex (apparently), and passed out.",1,0,0,0,1
eng_train_track1_1480,"Sleepy, but too awake, my brain spiraling around sad thought after thought after thought.",0,1,0,1,0
eng_train_track1_1481,i was walking around cursing the day in my head.,0,1,1,1,0
eng_train_track1_1482,That night I sat at my computer and read about Rainbow Bridge and cried some more and I could actually feel my heart hurt with the pain of loss.,0,1,0,1,0
eng_train_track1_1483,"If I'd have had to wait on her to drive me home, that woulda been fucking terrible.",0,1,1,0,0
eng_train_track1_1484,"When I finally opened my eyes, it was into the searing white heat of a desert landscape.",0,1,0,0,1
eng_train_track1_1485,My fingers are crossed!,1,1,0,0,0
eng_train_track1_1486,My sisters were scared.,0,1,0,1,0
eng_train_track1_1487,She legged it back to house scared shitless.,0,1,0,0,1
eng_train_track1_1488,NEVER saw the kid again.,0,0,0,1,0
eng_train_track1_1489,"Got ready for junior year to end June School ended, I dyed my hair purple lol... I sprained my ankle on the way to the riverfront festival.",0,1,0,1,0
eng_train_track1_1490,It frames my face and makes me look rather clownish.,0,0,0,1,0
eng_train_track1_1491,The black panther is here!.,0,1,0,0,1
eng_train_track1_1492,it splatterd HOT cleaning product everywhere and that burnt my arm and left a mark...,0,1,1,1,0
eng_train_track1_1493,Three kids died that day.,0,1,0,1,0
eng_train_track1_1494,"Either way, awesome night.",1,0,0,0,0
eng_train_track1_1495,""" The man told her that he had and she said, ""Well, I might as well tell you the story.",0,0,0,0,1
eng_train_track1_1496,"Yes, my belly is getting big.",0,0,0,1,0
eng_train_track1_1497,"so after more than six months ( Ok, a year ) of pain in my hip, I finally started to try and get a diagnosis.",0,1,0,1,0
eng_train_track1_1498,Never trust a fart.,1,1,0,0,0
eng_train_track1_1499,That was the last time anyone saw her.,0,1,0,1,0
eng_train_track1_1500,I loved watching the planes fly over us and then this one plane was somehow flying in reverse direction.,1,0,0,0,1
eng_train_track1_1501,Another one that is far worse happened maybe a year ago.,0,1,0,1,0
eng_train_track1_1502,"Middle school, the entire 8th grade class had to do this thing called a ""cultural fair"" where we research our lineage/cultural roots, and present it after school at night for all families to see.",1,1,0,0,0
eng_train_track1_1503,"i asked if anyone else just saw that and right on queue my best friend says ""that hand just reach out of the entertainment center?",0,1,0,0,1
eng_train_track1_1504,I most certainly had change.,0,0,0,0,0
eng_train_track1_1505,"The ""dead guy"" was never found as far as I know.",0,1,0,1,1
eng_train_track1_1506,I was taken away and never saw him get up.,0,1,0,1,0
eng_train_track1_1507,The whole bathroom was very elegant and nicely decorated.,1,0,0,0,0
eng_train_track1_1508,"After dragging myself through all of those sets, my stomach being upset, and my body feeling entirely fatigued $ the LAST thing I wanted to do was hop on the treadmill for some incline walking.",0,1,0,1,0
eng_train_track1_1509,I wish I had.,0,0,0,1,0
eng_train_track1_1510,"my eyes relaxed, and i relaxed for a while.",1,0,0,0,0
eng_train_track1_1511,I closed my eyes really tight.,0,1,0,0,0
eng_train_track1_1512,"Just Women I occasionally went out with, but, never anything serious.",0,0,0,1,0
eng_train_track1_1513,"The assault ended abruptly, the pistol dropped from my hands and hit the soggy grass with a heavy thump.",0,1,1,1,1
eng_train_track1_1514,My ex-boyfriend was just a horrible liar.,0,0,1,1,0
eng_train_track1_1515,"The park is a small field, the only way out is at one end with a small fence with a gate, otherwise it's closed off.",0,1,0,0,0
eng_train_track1_1516,When it's right under my nose I can't see what's what.,0,1,0,0,0
eng_train_track1_1517,Like there was an invisible wall.,0,1,0,0,1
eng_train_track1_1518,Comes home later that night to find the money gone.,0,1,1,1,1
eng_train_track1_1519,I tried to be a fly on the wall for them.,0,1,0,0,0
eng_train_track1_1520,"He had a pilot's license, he had all the gear, everything.",1,0,0,0,1
eng_train_track1_1521,and then my cheeks get even redder.,0,0,0,0,0
eng_train_track1_1522,Ugh I know for sure I'm a do my eyebrows.,1,0,0,0,0
eng_train_track1_1523,Late yesterday afternoon my shoulder began to ache.,0,1,0,0,0
eng_train_track1_1524,This guy was interested in me.,1,0,0,0,1
eng_train_track1_1525,I have plenty more.,1,0,0,0,0
eng_train_track1_1526,"I want to learn about you, communicate with you.",1,0,0,0,0
eng_train_track1_1527,I was very scared.,0,1,0,0,0
eng_train_track1_1528,It was last year when I turned 18th.,1,0,0,0,0
eng_train_track1_1529,"They all bombarded me, pulling at my hair, repeatedly taunting me without rest... My chest began to tighten; that last of breath of air forced out of my lungs.",0,1,1,1,0
eng_train_track1_1530,.....[dispatcher must be talking],0,1,0,0,0
eng_train_track1_1531,I'll never forget the bitch-death-glare she shot me.,0,1,1,0,0
eng_train_track1_1532,But it's okay because I was confident.,1,0,0,0,0
eng_train_track1_1533,I immediately pulled over and tried to grab him but he ran past me.,0,1,1,0,1
eng_train_track1_1534,"I could feel it on my back; cold, wet and aged.",0,1,0,1,0
eng_train_track1_1535,"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.",0,1,0,0,1
eng_train_track1_1536,Must be fall I'm feeling in my bones.,1,0,0,0,0
eng_train_track1_1537,still cant get my head around the fact that this time 2 weeks ill be home.,0,1,0,0,0
eng_train_track1_1538,40 minutes of genuinely thinking it's quite possible I may never leave those woods.,0,1,0,1,0
eng_train_track1_1539,I remember bringing it to my kindergarten class once to watch on a movie day.,1,0,0,0,0
eng_train_track1_1540,So we get there and order some drinks.,1,0,0,0,0
eng_train_track1_1541,"A flaming ball of FIRE shoots up my leg to my hip, back down and out my toes, and I involuntarily KICK HER!",0,1,1,0,1
eng_train_track1_1542,I covered my face with my hands.,0,1,0,1,0
eng_train_track1_1543,"This week, I've found myself on my knees, crying for no reason.",0,0,0,1,0
eng_train_track1_1544,I did most of the skills ok but when I had to remove my mask I paniced and couldnt breathe properly and the instructor had to pinch my nose to help me!,0,1,0,0,0
eng_train_track1_1545,I remember Pirate Percy.,1,0,0,1,0
eng_train_track1_1546,"He got the location, car make/model/year/color correct, manner of impact, impacting vehicle, everything correct.",1,0,0,0,1
eng_train_track1_1547,"I found that when I changed my thoughts, it changed my heart.",1,0,0,0,0
eng_train_track1_1548,I guess those 3 beers I drank down at 6 went straight to my head.,1,0,0,0,0
eng_train_track1_1549,"But man my stomach is in so much pain, it's hurts to poo.",0,1,0,1,0
eng_train_track1_1550,"I have a twin, apparently.",1,1,0,0,1
eng_train_track1_1551,I will probably die never knowing more of him.,0,1,0,1,0
eng_train_track1_1552,A week after my grandmother's funeral I had another strange dream.,0,1,0,1,1
eng_train_track1_1553,"I remember crying and trying to explain to my panicked family, who have never let me live it down.",0,1,0,1,0
eng_train_track1_1554,We shared about a minute of spaz-dancing and off-key singing before we went our seperate ways.,1,0,0,0,0
eng_train_track1_1555,"Jimmy gently poured some into my mouth, dipping my head back and asking me to swallow.",0,0,0,0,0
eng_train_track1_1556,"However untrue I know this is intellectually -- for I still have family in Indiana, Aunts, Uncles, Cousins, and my Grandfather Lucas, who is still alive and kickin ' -- I still can not ignore this damned shade that keeps popping up over my shoulder and whisper's my worst fear: `` Alone. ''",0,1,0,1,0
eng_train_track1_1557,"It was a perfectly clear night, and I mean like we could see the Milky Way.",1,0,0,0,1
eng_train_track1_1558,But anyway this house.,0,0,0,0,0
eng_train_track1_1559,is fatalistic but explains too many things conveniently in my life for my continued use to repeat in my head.,0,1,0,1,0
eng_train_track1_1560,"Of course, I could have soaked my hand in a bucket for a couple of hours, but that's not the case here.",0,0,0,0,0
eng_train_track1_1561,"`` Yes, '' I said, the old mask of indifference placed on my face.",0,0,0,0,0
eng_train_track1_1562,He was admiring the tattoo on my forearm.,0,0,0,0,0
eng_train_track1_1563,He let a raccoon into our house.,0,1,1,0,1
eng_train_track1_1564,"Let me put it this way: I burned so much as a kid that my nose is permanently red.I look back on all of this skin damage, and wish I could go back to my old self and do some kind of scared straight intervention.",0,0,0,1,0
eng_train_track1_1565,His last days were spent in a cone.,0,0,0,1,0
eng_train_track1_1566,His life was hell.,0,1,0,1,0
eng_train_track1_1567,She never went through general anesthesia again.,0,1,0,1,0
eng_train_track1_1568,But I spent two days reading and still didn't hit the end of this thread.,0,1,1,0,1
eng_train_track1_1569,I again told myself to wake up.,0,1,0,1,0
eng_train_track1_1570,So I decide to just lean against the railing and smoke my cigarette with a stupid look on my face.,0,0,0,0,0
eng_train_track1_1571,I couldn't believe my eyes.,0,0,0,0,1
eng_train_track1_1572,That is one thing I love about my company.,1,0,0,0,0
eng_train_track1_1573,My ex and I were both crazy.,0,0,0,0,0
eng_train_track1_1574,"Back when my son was first born, my wife and I purchased a new house and we were just moving in.",1,0,0,0,0
eng_train_track1_1575,i'm going to meet your sister.,1,1,0,0,0
eng_train_track1_1576,Nothing but the dark.,0,1,0,1,0
